id,dataset,text,oracle
12383,new_0,If they have the same parts then group them all together.,0
11716,new_0,Linked list is empty or Linked list has at least one node.,0
12304,new_0,I am creating a firebird database dynamically using SYSDBA.,0
10823,new_0,"I don't understand the need to use a reference in this case, but not later when I want to cout each element using another ranged for.",-1
11056,new_0,"However, I'm not sure how to delete transitions with this method.",-1
12430,new_0,For the testing purpose i stored same image in the two tables,0
10238,new_0,"I have tried JSON, but the JSON itself came out as NULL.",-1
10909,new_0,"I want to remove a folder, but I can't get in pycache to delete the py files.",-1
11244,new_0,Does this directive just not work in NetSuite?,0
11270,new_0,You use an appropriate type name here.,0
12117,new_0,So you need to set them with an Etat entity and not an id.,0
10540,new_0,"I know how to fade out, how to change image src, and how to fade in, but I can't do all together as I would like.",-1
11562,new_0,"Amongst other things, it adds some headers to each query.",0
10775,new_0,"Have tried minidom parse in xml but when I tried to get the methods from readed content, it throws me error.",-1
13706,new_0,It will work if I remove the video as background.,1
11193,new_0,For eg if I am saving my data today then my data should only be available for that day and it should be deleted by tomorrow automatically.,0
11720,new_0,"Now for the case where there are items already in the linked list, we set the current node's pointer to the new node.",0
13590,new_0,"I'm interested in creating a batch pipeline that publishes to Google Cloud PubSub, I had tinkered with Beam Python APIs and found a solution.",1
10189,new_0,"I don't know most of the classes in this stack trace but to me it looks like the exception is thrown very early, maybe while setting up the JVM, and that the jars packed in my .war file are not yet known.",-1
13851,new_0,"However, placing the clipboard command outwith the Spotify block works fine.",1
12544,new_0,How can this be done?,0
11175,new_0,I am new to SSRS.,0
10913,new_0,"However, I still get the C4996 error, when I build.",-1
13029,new_0,"I would like to change the ""Thank you by request"" text of the Wordpress email according to the product.",0
12931,new_0,I ran into this on a java build.,0
12989,new_0,"Spree comes with Bootstrap by default, so you can implement any theme by yourself.",0
13264,new_0,I am writing some code to integrate with our installation of NetSuite.,0
11539,new_0,Hardware Engineer create web server on the device and I was supposed to get 'ok' response when I access that with address.,0
11904,new_0,Note that the Month Column is a ordered factor.,0
11351,new_0,I'm using an index aggregate function on a single box (I6) to return multiple results in a column (I9:I30).,0
13269,new_0,"With a streaming Dataflow job, the VMs will continue running until you end your job.",0
13986,new_0,Even this will work.,1
11859,new_0,"Then, from what I understand, I've then taken the integers I've created, and put them in the parameters for my object creation so that I can pass them down to my Fraction class and then assign those to the class instance variables.",0
13677,new_0,I tried correcting it as below.,1
10194,new_0,I can't find any resource in the documentation.,-1
10893,new_0,Calling the fmin_ncg function gives me the following error message.,-1
10065,new_0,"Furthermore, once we consider that this is going to be a inherited class with Qt signals, slots, and possibly properties, having it will introduce further complexities because it's that needs to be emitting signals and receiving connections from other .",-1
13832,new_0,And successfully took a screenshot with this shortcut just now.,1
13175,new_0,I wrote a script that will unlock the root filesystem and then pass on the dmsetup table to the new initramfs and then use kexec -e to boot.,0
13310,new_0,"When I query the weeks, I always get the keys for startDate and endDate.",0
11154,new_0,I have been implementing my own turn based board game.,0
13768,new_0,The mock for the database (mockRepo) works fine in that the method-under-test properly invokes the mock instead of the actual repo code.,1
12407,new_0,This code will not cause el2 element to be brought in cache right?,0
12759,new_0,"If you save the encoded value, it will likely turn your delimiters into their encoded values.",0
10177,new_0,I don't exactly know how to make sure that there will be something.,-1
13746,new_0,Thank to the comments of Jmb and some bits of Shepmaster's answer it is indeed clear to me now that my confusion was about the RAII rules and the ownership.,1
12880,new_0,See the documentation example.,0
11746,new_0,Have seen people ask about length of an input but never relative to Octave.,0
11444,new_0,I need to upload an image/video to Linkedin through API.,0
13896,new_0,The first tab still sees the data and behaves properly.,1
13072,new_0,You can't always get reusable XPath locator for selenium from the browser's tool.,0
10360,new_0,"Tried Lerp, Since the difference between controller's previous and current rotation is very small, the effect isn't visible.",-1
13020,new_0,So how do I turn it into a list of tuples?,0
10336,new_0,In addition to that the delivery to the initial MTA might already have problems.,-1
13164,new_0,I have a shiny app that is authenticated thanks to google + API with the googleAuthR library.,0
13003,new_0,Could someone help get the code for this?,0
10634,new_0,"Not sure on how to write the Word finding class to do the backtracking for my boggle c++ program, really just lost all together and could use some help.",-1
11371,new_0,"I am simply testing the functionality, so I am trying to create and display some text when an event occurs.",0
12438,new_0,I have a postgres function defined below.,0
10969,new_0,Output: ReferenceError: cid is not defined,-1
11082,new_0,"I expect the output to be 4 like the other examples, however it is not.",-1
13676,new_0,My suggestion is to create a dataflow and use a oledb source to get the data from prod.,1
11151,new_0,Is this correct?,0
13373,new_0,What am I doing wrong here?,0
13261,new_0,But what happens to successful write on one node?,0
10735,new_0,But it stops working the last days.,-1
11066,new_0,"However, after some Googling it seems that VS Code doesn't support a glob for extensionless files.",-1
12520,new_0,"Once to get the list of tables, and once again to query those tables.",0
12516,new_0,I'm curious about your use case for this.,0
11192,new_0,I want to store some data in firebase which is available only for a limited time.,0
11310,new_0,"I'm still relatively new to working with redux form, as it is still very much black magic as to how it works, especially when it comes to prepopulating fields from data, it seems to just ""happen"".",0
12852,new_0,Which one is the best way to accomplish this task git squash or rebase and how to do it?,0
13772,new_0,"But If I don't set the value of getters to data and check the condition directly in v-if, it will work.",1
12756,new_0,"For illustration, I've added to the original string.",0
10115,new_0,"It's not possible to change ""import path"" (installed name) by specifying arguments to pip.",-1
11215,new_0,I have an Angular 6 application.,0
13766,new_0,When I change the values to numbers in these the code works correctly.,1
13922,new_0,SO I restructured the code logic and it worked.,1
11091,new_0,"But when i create wordpress post and add the text area and a button in single post, its not working.",-1
13943,new_0,I solved with Power Bi Mobile.,1
10334,new_0,Additionally the initial client has no control how one hop will deliver the mail to the next hop.,-1
11201,new_0,Why it's not working?,0
13472,new_0,That's how the code of looks like and it works perfectly.,1
10777,new_0,"I've spent 8-10h looking and trying to figure out a solution, but I'm just not knowledge-able enough about JavaFX/CSS.",-1
13985,new_0,It is easy to modify Warren's code to allow different counts at different sites.,1
10925,new_0,"I think the issue might be that the sheet is taking a bit longer to produce ""sent"" and in that time another email is sent out but I'm not sure.",-1
10857,new_0,Its taking a lot of time if I try it on huge dataset.,-1
11960,new_0,How should I go about it?,0
11273,new_0,Am I correct in assuming this?,0
10861,new_0,"As you can see on the image below, in the console of firefox the last get ajax request doesn't receive any response.",-1
13821,new_0,Aligning the two 3D Cameras is fairly straight forward.,1
13204,new_0,"Due to agility and DRY principles, I am creating an OOP structure which sets all the basic CRUD endpoints for a given Entity (from TypeORM).",0
10841,new_0,"You seem to be using toLower, which works with Text, not with String, so quite naturally, it doesn't fit there.",-1
13999,new_0,The solution works if the cutoff is the same for all variables.,1
11157,new_0,Then some seconds later my emulator receives this same data without actual device persisting it and calling .,0
11408,new_0,"I haven't found the function ""rank"" online.",0
11456,new_0,I am aware of slimDX and sharpDX and may resort to one of those but is it possible with just the Windows 10 SDK and VS2015 to access a joystick controller?,0
11055,new_0,"I have tried to do it with a for loop and then print out the result, but it always stops as soon as there is a whitespace in the user entered string.",-1
12904,new_0,Please see the screenshot below where I show how I picked files that are no more than 5 hours old by using dynamic expression.,0
11808,new_0,Below is the AJAX call code which will retrieve the HTML result.,0
13232,new_0,It is a nested array as you see in image.,0
10950,new_0,When I run it for a specific row in the table the code works but when I try to run it for the whole column it does not.,-1
10018,new_0,I have tested the expression by simply using the IIf statement to return the values I'm looking for (without the rest of the calculations I need) and it doesn't return either value.,-1
10511,new_0,"But right now I'm stuck, and don't see any other options.",-1
10763,new_0,I don't want this obviously.,-1
12920,new_0,I'm using Filestack API to aupload video files to AWS S3.,0
13861,new_0,Changing that CSS property will help you out.,1
10434,new_0,When i upload the files to the server the changes are not happening.,-1
13817,new_0,I have validated that the array is being passed all the way through to the callback.,1
11947,new_0,Why don't you just stick with the traditional approach?,0
13638,new_0,So calling it and digging for the 3rd every time would probably be even faster.,1
10495,new_0,"I have tried to figure out what is all about, but I cannot.",-1
11894,new_0,First I tried to import cudnn directly.,0
13568,new_0,Code is builidng perfectly.,1
13148,new_0,Assume I have a document that has start / end times of a particular event.,0
11519,new_0,"The approach would be to get a element for a textbox and insert this XML into it using lxml calls (a process commonly referred to as a ""workaround function"" in other posts).",0
13267,new_0,If that field has a value in it does that mean the invoice has been emailed?,0
12422,new_0,A different approach is using spacer views that position the correct image in the visible area and move the other one off screen.,0
12179,new_0,We wrote a software more than 1 year ago to sync events from google calendars.,0
11884,new_0,Apart from that each MTA in the delivery chain has access to the mail in plain text.,0
13776,new_0,Based on the above I will explain what happens and we will give several solutions.,1
12490,new_0,I cant find this old versioned instances anywhere except this new log entries.,0
11926,new_0,By default java used lowest scoped variable.,0
13438,new_0,Hope this helps :),1
12019,new_0,If you don't want status bar colour comment it.,0
11397,new_0,How can I use my written labeller in Jenkins?,0
10987,new_0,The code below works except for two problems.,-1
12313,new_0,I would prefer it to not read anything when that controller becomes active again.,0
11236,new_0,Try split url by ~2.,0
11674,new_0,Is it possible?,0
13063,new_0,"In my Angular project, I have configured AWS Amplify with OAuth and Hosted UI.",0
13176,new_0,At this point the target system partition has been unlocked on /dev/mapper/crypttarget and mounted to /root.,0
12118,new_0,I have applied the following code.,0
12937,new_0,This was tested on Yosemite.,0
12621,new_0,What I really want is a general way to find this out given an argument in any function.,0
10236,new_0,"The following code replaces a NULL value with an empty string, instead, I would like to have it as NULL.",-1
11308,new_0,The table is laid out like this: If a task has already been assigned to for example 2 people I want the update function to populate person 3.,0
13888,new_0,The process of new project creation in JetBrains IDE's is generally quite straightforward and natural.,1
11886,new_0,I want to open a site in my app.,0
11816,new_0,I have a Postgres JSONB column named with data that looks something like.,0
11908,new_0,I know this kind of slider exist natively because Apple uses it in Settings > General > Accessibility > Text Size.,0
11524,new_0,I am trying to create a Windows service that will managing starting multiple files.,0
11906,new_0,"I am currently rotating VR Rig based on the Oculus Controller's Rotation, want to add an effect which does the case in when controller is Rotated.",0
12632,new_0,I can able to retrieve the data from three tables.,0
13608,new_0,"We can then put the two together with maketrans, such that a maps to c, b to d, and so on, just as we want.",1
12153,new_0,I'm working on a laravel project with my android phone.,0
12326,new_0,Just a thought.,0
11779,new_0,I am working on a project where admin have rights to add new users.,0
10743,new_0,Not sure how to fix.,-1
10342,new_0,"If I open the above anchor tag link directly in same tab, then, cookie won't go in the request.",-1
11127,new_0,Essentially I am attempting to make a SOAP call to an exposed web service (which I have the WSDL for).,0
12813,new_0,I'm using the above code to find which item is clicked.,0
10923,new_0,"I personally think, for the project I'm running, that Firestore is the one for me but it seems very off putting that it's twice as slow on a cold start and 10 times slower on a hot start.",-1
11568,new_0,"I'm currently just using the same thing the guy in the link posted above is using, because there just isn't any other information available.",0
13463,new_0,"So, the only thing you needed to do is to find the parent bullets and add the class 'active', then instantiate Collapsible again to make it work.",1
11842,new_0,Is there any magical way that I can call from the ReactComponent function and return an inline svg?,0
13103,new_0,On click I want to toggle the class/text on that square to the next item in the array.,0
11059,new_0,"I wanted to do this, but my interfaces are implementing REST API and this does not seem to work.",-1
13846,new_0,Dasboard doesn't seem to have any error message.,1
10223,new_0,Looks suspicious (which may just be where the line-break falls on my screen).,-1
13790,new_0,There is an ORM library i build that could handle almost all those possible senario.,1
10739,new_0,Other solutions I have come across and have tried to understand simply do not work or the file never ends up running.,-1
11206,new_0,"If you're able to migrate your projects to SDK style projects (used by .NET Core, but you can still target the .NET Framework), then you can use or the tool.",0
12353,new_0,I imagine they are both going to trigger when any model fires an event.,0
12480,new_0,You can catch such issues in debug by enabling core data concurrency debugging.,0
11925,new_0,It is also the PRIMARY_KEY and many table reference it.,0
12424,new_0,"After reading the comments, I tried this.",0
11452,new_0,I don't really even see a UWP project choice in the list of project templates.,0
13961,new_0,"To achieve expected result ,use below option.",1
13180,new_0,How can I compute and plot predicted probabilities for polr models?,0
11912,new_0,"So, my Paintbox is 800x600 and my data set is 16000x600.",0
13402,new_0,This makes me want to convert them.,0
12789,new_0,So when you scroll back to them they are re-created often with the state of another cell since cells are reused.,0
10785,new_0,"However, this doesn't seem to correctly generate the schema for this parameter.",-1
10350,new_0,I guess it is something to do with the code.,-1
13038,new_0,"For this i have created a scoreboard class, and used Listview to display the name and score of the player.",0
10967,new_0,"So I'm trying to make a request to a website using payload, but I'm getting an error.",-1
10017,new_0,"I have followed up on all examples I could find with the error I get, but found no resolution.",-1
13477,new_0,I found a really great article on this because I wondered the same a while back.,1
12601,new_0,"When you send a transaction to the ordering service, it is implicitly broadcasted to all peers in the channel.",0
12830,new_0,"How would i be able to convert it into a state, so that it can automatically update onClick like from the Like Component ?",0
11629,new_0,The method returns false if the stream wishes for the calling code to wait for the drain event to be emitted before continuing to write additional data and true otherwise.,0
12731,new_0,I'm working on the application which users can choose items but they can't choose ones have already been chosen.,0
13718,new_0,"It does not scale well if you have more rows and columns, but for a tic tac toe problem where the lengths are fixed to 3, it works fine.",1
13881,new_0,"According to your issue, I would recommend using action_access, is easy to implement, and easy to assign permissions to edit, delete or update for each user.",1
10420,new_0,"I tried using parameter, but parameter has no impact on resulting document groups.",-1
10331,new_0,When I try running ZigFu with Vuforia in Unity on Kinect 2 it gives an error.,-1
10246,new_0,I also tried reinstalling tensorflow but its not working!,-1
12881,new_0,I'm writing code (with cross account roles) to monitor EC2 tag vales (date xx/xx/xx) for tag 'expenddate'.,0
13657,new_0,So the this keyword is help to solve this problem.,1
11063,new_0,"This is SQL code, I can code in SQL, but not so well in Delphi.",-1
11424,new_0,Most notable difference between these two is that list size can be modified run-time but array size is fixed.,0
13427,new_0,I am able to run my PowerShell script to make the call and returns the XML result.,1
10799,new_0,This appeared not to work on my system.,-1
11666,new_0,"I want to redirect those logs to log4j2 so it uses my filters, log format etc.",0
12727,new_0,Inno Setup is used.,0
11199,new_0,I'm using docker-compose for my rails app.,0
10061,new_0,I can't use a templated static method that returns the right implementation of the singleton because everywhere else in my code that uses the singleton doesn't and shouldn't know which implementation it's going to use.,-1
11286,new_0,I have an Angular 2+ app which has a component with an array and I have an ngFor which I show and I bind with [(ngModel)] to the elements of the have a button which adds on click and empty record to the last element of the array to edit.,0
11590,new_0,I would like to convert my html report to docx.,0
11836,new_0,I think the aws-sdk is already included by default.,0
10538,new_0,"I've already tried to get this by using some jQuery, but I don't get it to work.",-1
10291,new_0,"I think there must be an easy way to collapse the input table to yield the desired output table, but I'm blanking on it.",-1
11921,new_0,My recent activity was I change the datatype of that column from INT to BIGINT.,0
11159,new_0,"It does not happen every single turn, just occasionally.",0
11791,new_0,I want to group trains by id and then check whether average of train speed is greater than particular value.,0
10414,new_0,Text-size-adjust is no longer working after Chrome 27.,-1
11361,new_0,"I have a python dictionary of sets, but i will like to convert the original dictionary values (which are sets) into a dictionary such that each value in the set becomes a key which would have another value of 1.",0
13612,new_0,I removed them from LD_LIBRARY_PATH and the problem was gone.,1
12782,new_0,"I've tried calculating the distance within the findAll() function, I've tried every possibility of getting the distance attribute.",0
13122,new_0,"I am hoping to use this for a capacity dashboard that allows the user the select the dates they want, and then the total capacity auto calculates itself with this created measure.",0
12680,new_0,I am trying to use hyperledger fabric sample network with my own chaincode.,0
13619,new_0,"You can use sidekiq, this gem will help you run any processes with schedule, and inside in your sidekiq you can run rake tasks!",1
12900,new_0,How can I scrape the number of Followers and Viewers for a given game on Twitch?,0
13171,new_0,Each feature you divide by max should be enough.,0
12090,new_0,I want to create dummies for the values in under Genres_relevant.,0
12868,new_0,I will use it in a recycler view.,0
13349,new_0,I have a large grid of values and I need to take a multinomial sample at each point.,0
12581,new_0,You have an OpenSSH format key and want a PEM format key.,0
10999,new_0,"When I try to import into Wordpress get message - This does not appear to be a WXR file, missing/invalid WXR version number.",-1
12734,new_0,"For class, I'm making a simulator that basically moves bugs around a grid in turns, and after given number of turns they will either starve or continue moving if the predator catches a prey.",0
13906,new_0,Tested and works.,1
13459,new_0,I received successfully the logs in Graylog.,1
13074,new_0,You need to construct relative XPath for the elements.,0
11937,new_0,The website is located in B and also the webservice is in B.,0
12761,new_0,So that may be one way to split them.,0
11487,new_0,The first model (i guess in order to keep it small) is not provided with word vectors.,0
10411,new_0,"I have tried the following c# code to grab the text between the div tags but it grabs everything, which i dont want.",-1
13830,new_0,"As was mentioned above, getting IP address can be implemented via straightforward WinAPI calls.",1
13213,new_0,I've shortened the error message according to my discretion.,0
13229,new_0,"You haven't shown what your userform looks like, but I assume it's got Option Buttons (radio buttons) for selecting the Year and the Race.",0
11797,new_0,I wrote a web application using MVVM.,0
11628,new_0,"If there is possibility to do this, then I'm also curious if I should do this kind of view or maybe Post methods should be separate views?",0
13084,new_0,This is the code for the phone number textfield.,0
12327,new_0,You could do this in two lines.,0
12184,new_0,And finally here are some data to reproduce.,0
12116,new_0,Your entity FicheFrais is associated with Etat entities.,0
13486,new_0,"This is untested, but this should do the trick SHOUTcast manager should function normally under NGINX too!",1
11866,new_0,First calculate a normal to the surface.,0
13461,new_0,I was able to process the data correctly but some fields (TCComments and TCComentarioOrden) are written in the file in different lines.,1
11793,new_0,Why install these in a new cloned repo?,0
12812,new_0,I'm using recyclerview + cardview + adapter to show a list of items (image + text).,0
12272,new_0,"Also, when I press the button and the textboxes are blank, the message alerts are not displayed.",0
13451,new_0,The first example shows and hides the Arrow as expected.,1
11077,new_0,The problem is that when I click on the text field my browser triggers it's own auto complete which looks really ugly together with the other one.,-1
12038,new_0,Both variants below have the same query structure and are just different in the way they create JSON objects.,0
13249,new_0,Why can I connect to ws://localhost?,0
11547,new_0,"When running app with ""ng serve"" searchUser returns correct user object and prints user object to console.",0
11358,new_0,I am trying to get individual attributes from a DynamoDB table and turn the into variables before callback.,0
10030,new_0,Fatal error: Index out of range,-1
11986,new_0,I want to get a dict which has maximum value for a particular key.,0
11809,new_0,"I want to get cookie value from api, api returns 302 (redirect) and the redirect url is my site point.",0
10993,new_0,No dice.,-1
13517,new_0,"I solved this issue by deploy my projectmvn, hope this solve your problem.",1
13492,new_0,The documentation was unclear there -- I've fixed it.,1
13434,new_0,DolphinDB fully supports functional programming.,1
10740,new_0,"I have tried some other suggestions for adding a background, such as using a label function, however, when I try to implement it I get a variety of errors and it just does not seem to work in my animation framework.",-1
11948,new_0,"Pass in the top level map to the API and then, either, manually supply the lower resolution maps or, if available, let the hardware generate them for you?",0
10333,new_0,"The intended outcome should be printing ""Program terminated normally"" but instead I got a key error.",-1
13197,new_0,You should also add the parameter to return just one record and not a list of all thestored in the database table.,0
11771,new_0,You have to remove the dot before the col-md-4 class.,0
12149,new_0,I'm creating custom api endpoints for wordpress.,0
10395,new_0,Showing an Error: Template parse errors.,-1
10483,new_0,Tensorflow noise generation can be unreliable on GPU.,-1
11277,new_0,Use render instead of onEnter in React Router V4 Exemple from the doc: Render Function,0
12385,new_0,I want to write a python script to generate exactly what the output column shows.,0
10235,new_0,But I can't get the whole message and its format.,-1
11468,new_0,"Instead of doing the error-prone work of formatting JSON using CONCAT, try using JSON_ARRAYAGG().",0
13812,new_0,"The waitUntilElementExists I think its the key to making it work, I wait 60 seconds tops.",1
11432,new_0,"At the current level, I use two unordered_maps one of which is nested in the other and at the end a vector of pairs.",0
13450,new_0,This works.,1
11805,new_0,The value for the field looks to me like a timestamp.,0
10815,new_0,Here's the function I'm struggling with.,-1
10768,new_0,Also tried like this but got another error.,-1
12256,new_0,You can plot the two bars separately.,0
13720,new_0,It works when I have direct reference in an example project.,1
13006,new_0,I am trying to disable scrolling beyond the monitor resolution by hiding overflow.,0
12363,new_0,Also the font has changed a bit too.,0
12611,new_0,Is this even possible?,0
12409,new_0,I have a list that has many space and would like to remove the trailing spaces.,0
13061,new_0,"For example, in an audio component, the data would be the volume of the the sound to play and the path to the audio file.",0
11449,new_0,I think that your question is about factoring out some piece of code more than converting traditional loops into stream constructs.,0
12488,new_0,"I've tried to delete whole service and redeploy it, but after first deploy, there are still new log entries in Stack Driver.",0
12076,new_0,What I ended up doing was using a second computer (running Windows) and schedule a task on that computer that every night (before the Jenkins-job starts) opens an RDP-session to the computer running Jenkins.,0
10086,new_0,I want to avoid this as it will be hard to maintain.,-1
13949,new_0,I have a PHP page showing some text and a Bootstrap images Carousel and it works fine using Chrome.,1
13008,new_0,"As for vectors, I'm keeping their shapes as (m,1) (column vector) rather than (1,m) (row vector).",0
13584,new_0,You can find some good examples here.,1
10102,new_0,"I want to show ad on the button click but the ad is not showing on the screen, i am using log to know if the ad is loading and it is loading everytime but not visible on the screen.",-1
10708,new_0,This might not help I am unfamiliar with that JS framework.,-1
12944,new_0,I'm trying to get some information from the mongodb server to the frontend with ajax get request.,0
13960,new_0,"But if you move your existing code into a new Netstandard/netcore 2 project, then most of the Framework API is there, and lots more things work with minimal change.",1
10232,new_0,However doing a read and write in C++ is proving a challenge.,-1
12879,new_0,You just need to improvise.,0
11941,new_0,I have an task to tag the BigQuery metadata automatically to the Data Catalog.,0
10531,new_0,I have a strange problem that suddenly appeared in android studio.,-1
12583,new_0,"It will change the file in place, so make a backup of your current key just in case.",0
10789,new_0,"And on linux machine this code is working, but problems starts on Local develop machine with win 10 and xampp server.",-1
10002,new_0,"Below is the small code snippet written in swift,gives below error, although looking at code nothing seems wrong.",-1
11802,new_0,I have tried the below code.,0
12500,new_0,"While rendering a table of items, if the value for field X is not defined, it is rendered as a select element.",0
13504,new_0,It should return expected view source.,1
11025,new_0,I'm not going to show my code because it's too complex.,-1
10057,new_0,The AWS Encryption SDK for Java is not meant to be compatible with the aws kms command line tool.,-1
11401,new_0,i am using multiple screen classes in the game.,0
13156,new_0,At the end of the day all i need is revoke the access so don't hesitate if you know a better way of going about it.,0
13828,new_0,"I tried it, and it worked.",1
12662,new_0,"With my current framework, I write all the necessary code within the init, timerFired, redrawAll, keyPressed, and mousePressed functions above this run function.",0
12126,new_0,"I'm using Angular, Angular Google Maps (agm) and Firebase to list some markers on a map.",0
11490,new_0,I don't want to read file from file handler 0 that means from starting position.,0
10126,new_0,I can't figure out how to solve this problem.,-1
12450,new_0,An alternative could be to create an AWS Lambda Layer and put all shared code in the layer and then configure the Lambdas with each respective SQS to use the layer.,0
13377,new_0,DynamoDB can absolutely do this on the item level in the table.,0
11051,new_0,"I think i have issue with the Where, WhereIn, Orwhere clause.",-1
11697,new_0,This program is acting as a template for what will be a linked list of bunny objects with unique names and colors.,0
12765,new_0,The prices comes from an enterprise software with 4 decimal places.,0
11095,new_0,I used as well findIteratable but i cannot get to the right structure if any of these codes are right to use.,-1
12113,new_0,"And in the fifth line the interval has no intersections with the interval from the third row, but the fifth row and the third have intersections with the fourth row.",0
11854,new_0,Is it due to the initializing and passing custom class object to DoFn outside the function?,0
11723,new_0,Yesterday I copied all code from win10 in a PC to macOS in a macbook.,0
11611,new_0,I would like to fetch data based on selected job id.,0
11602,new_0,I'm trying to get a list of persons using JPA.,0
11196,new_0,Can I use N1QL ?,0
10971,new_0,However everytime I run kexec -e it just crashes without any error messages.,-1
13819,new_0,"If you wish, you can easily extend the script to copy out the conflicting files so you can look at the conflicts.",1
12041,new_0,Is it possible to add JavaScript to an XSL file?,0
10421,new_0,I am trying to use flask dotenv along with python-dotenv but I noticed that there is an inssue on Windwos 10.,-1
13795,new_0,I have already checked that WebView is correctly installed on the project.,1
12123,new_0,"I tried the default ports 5672, 25672, 15672, 5671, 15671, 25671.",0
11659,new_0,Am I missing an important step?,0
13972,new_0,In order to make it work you have to set the loginpage.,1
10649,new_0,Uncaught Error: Template parse errors: 'mat-form-field' is not a knownelement.,-1
12403,new_0,"The coordinate coordinate system of each item, this coordinate system is used by the paint() method to do the painting, and the boundingRect() and shape() methods to obtain the edges of the item.",0
12230,new_0,"Instead of VBA to duplicate the data, use Power Query.",0
11919,new_0,The Alertmanager handles alerts sent by client applications such as the Prometheus server.,0
10043,new_0,"However, if a log file does not change after 3 retries, filebeat dies and I have to start manually to continue with harvesting.",-1
13707,new_0,The application seems to works fine now.,1
10779,new_0,"I am trying to use a while loop to create a timer that consistently measures out 3000 (3 ms) and while it works most of the time, other times the timer can be late by as much as 500 s.",-1
11639,new_0,I can see the map instead of blank or gray screen with only google logo.,0
12779,new_0,Any ideas?,0
12225,new_0,I am getting title numbers not registered with the specified email.,0
13064,new_0,"Now, I want to configure Stripe Connect in my project which also use an OAuth connection flow.",0
12476,new_0,"You need to load properties that your code is going to read after the sync, not properties your code is going to write to.",0
11911,new_0,In this case I do not need zooming.,0
12202,new_0,The full source code of my component is on Github.,0
13583,new_0,"To solve this issue, I make a ""str_replace"" to remove the blank spaces and insert the plus character.",1
10455,new_0,I'm not really sure what you mean.,-1
12421,new_0,"This will append new data to the measurement, each time the script is executed.",0
12686,new_0,How do I include certain patterns?,0
13518,new_0,I was in need to import two local in same file as below I just change the name and it works fine,1
12638,new_0,The child commit is the first hash and the remaining hashes are parents.,0
13035,new_0,I then send data via websocket.,0
11728,new_0,I'm writing tests (not instrumentation tests) for the service layer.,0
10617,new_0,Can't do more without more info.,-1
10891,new_0,The output for the above code is supposed to be strings but i'm getting ints.,-1
10088,new_0,I seem to be missing some key component.,-1
13476,new_0,Thank you in advance!,1
10804,new_0,"I have even tried the sample code from Google Community, but it is not working.",-1
11488,new_0,I want to read continuously updating log file.,0
10450,new_0,But that did not work.,-1
12318,new_0,"After the available process show up, hit Attach.",0
11161,new_0,"Please refer the online document at DolphinDB supports:Named function Anonymous function Pure functionLambda expression Partial Application Closure Higher order functions including ,,,,,,,, ,,,,,,,,,,,",0
10866,new_0,But this doesn't work.,-1
12169,new_0,"So when you call filter(), that copy is modified not the rContact array.",0
13876,new_0,"With these milestone steps at the start of the Jenkinsfile, this is working for me.",1
12899,new_0,"When I go to any game (like Mortal Kombat 11) I can see ""115,175 Followers 199,041 Viewers"".",0
11600,new_0,So I leave the property undecorated.,0
12652,new_0,For example: One record in the master file may have 20 records in the detail file.,0
10721,new_0,It seems like an easy enough step but I can't figure it out.,-1
13598,new_0,The correct regex you need to use is given in my answer.,1
13440,new_0,"We used a combination of nodeSelectors, labels, taints, and tolerations to force the ingress controllers onto their own node, and it appears to have eliminated the timeouts.",1
11081,new_0,"I am trying to tokenize user input, and I almost have it, but there is a bug that I can't quite figure out.",-1
13313,new_0,Can you tell me why I get this strange output?,0
13658,new_0,Easiest way is to delete the input value on keyup when it is not numeric.,1
12561,new_0,This should just be to move the files over to the new project and check where they were imported in the old files and copy that over.,0
11770,new_0,I would like to store the result in something that looks like this.,0
13632,new_0,"This did solve the solution of clicking through avatars for me, and I can now click on the tiles that the players are blocking.",1
13879,new_0,"As I know, in Spree there are not many themes available like other platforms but spree_themes is a good start.",1
12511,new_0,So probably you'll want to create an image that you can provision from docker or kubernetes and has the IR and pre-requirements installed.,0
10146,new_0,"As there is no clear error (during serve or building) I'm out of ideas, why it's not working or should I update some package, etc.",-1
12951,new_0,"If i pass (2019-04-01, 2019-04-22, 5) it should return this.",0
11386,new_0,"I am trying to run models in parallel processing, however with my code is it possible to check if these models, each requiring 1 core only to run on, could run on cores in parallel or whether with this code it will always be 1 core only taking on the models 1 at a time?",0
13009,new_0,I've enclosed the intermediate output in boxes.,0
11356,new_0,"I'm working with two threads and when I edit my controls from another thread other than my UI form, I do it through delegates to avoid cross thread errors.",0
12890,new_0,This also applies in regular expressions.,0
12466,new_0,"The desired behavior is that if there are no elements in the table, get all of the values but if there are elements in the table, only select those who's values match the ID parameter of the table.",0
11123,new_0,"Since we have a lambda authorizer set up to validate the user hitting our endpoint with their jwtToken, in order to use googleapis like gmail or sheets, we have to also send their access_token along with that.",0
13219,new_0,Also tried to change the div class with javascript.,0
12720,new_0,What am I missing?,0
12075,new_0,Tried restarting and clean build in the studio.,0
13730,new_0,This can be achieved with just clicking a few ribbon buttons.,1
10438,new_0,"I have tried following methods but it gives the same error that ""element not interactable"" when even I can access the input element.",-1
11598,new_0,Follow the progress.,0
13663,new_0,Here i fixed status bar background colour and navigation bar background colour.,1
11570,new_0,Isn't there a way to do like this?,0
10074,new_0,"AFAIK, no, there is not.",-1
