id,dataset,text,oracle
10571,DatasetSenti4SDSO_test_1,Im afraid you cant do that!!!,0
10572,DatasetSenti4SDSO_test_1,"I would've answered StackOverflow, but it's not open-source :)",0
10573,DatasetSenti4SDSO_test_1,We are now 2 years after migrating to TFS. Just upgraded to 2013. The team absolutely love it and can't even think about the old svn days!,1
10574,DatasetSenti4SDSO_test_1,Welcome :) :) :),1
10575,DatasetSenti4SDSO_test_1,"I am building the Android OS on Mac OSX (Lion), and Eclipse as an IDE. I am trying to understand certain parts of the OS however this requires performing many searches throughout the project. These searches take 5 or 10 minutes on Eclipse, and the way they are presented is also extremely annoying. Also, I need a separate editor to open up the native files found in the OS, since if they are opened in Eclipse there is no color coding of the C++ syntax. I feel that Eclipse is really slowing me down - can anyone suggest a better IDE for browsing the Android OS (preferably free)?",-1
10576,DatasetSenti4SDSO_test_1,"I recently worked on a product that was targeted to .NET 3.5. Out of hundreds of beta testers, I can probably count on one hand the number that already had .NET 3.5. The rest had to sit through the absolutely painful .NET 3.5 install from microsoft (~30 minutes, and most of the time the progress bar stays near 0 so people think it is broken).",-1
10577,DatasetSenti4SDSO_test_1,What are you trying to generate specifically?,0
10578,DatasetSenti4SDSO_test_1,+1 for makeself. I totally loved that. :),1
10579,DatasetSenti4SDSO_test_1,Test code: How do I remove the whitespaces before storing it into the array?,0
10580,DatasetSenti4SDSO_test_1,"I wish I'd have found this question yesterday, as it has been causing me grief for hours! Surely this is a bug with the emulator?",-1
10581,DatasetSenti4SDSO_test_1,"Thank you @Ward! We're loving how easy it is to create the GUI with Breeze! If can just work out this part, we will have a great solution!",1
10582,DatasetSenti4SDSO_test_1,"Yeah I agree, I use igoogle to read all the news at one place, check my gmail, gcalender, etc.",0
10583,DatasetSenti4SDSO_test_1,Thanks so much for the excellent answers! All answers worked beautifully.,1
10584,DatasetSenti4SDSO_test_1,Wow! It is really great answer! So helpful! Thank you very much!,1
10585,DatasetSenti4SDSO_test_1,"+1, @this is better than the accepted answer",0
10586,DatasetSenti4SDSO_test_1,FYI: I happen to be on Tomcat 5.5.17,0
10587,DatasetSenti4SDSO_test_1,It seems they are two names for the same ideaÄì is there any difference?,0
10588,DatasetSenti4SDSO_test_1,Don't rely too much on cplusplus.com,0
10589,DatasetSenti4SDSO_test_1,"The search bots don't care about hash tags. And if you are using them for some kind of flash or AJAX calls, you have more serious problems than your 301 redirects don't work. Because unless you have the content in an alternate form, the search engines are not indexing your site and you are definitely suffering as far as SEO goes.",0
10590,DatasetSenti4SDSO_test_1,"I'm doing one app which requires AJAX call on almost every user interaction possible, I started writing JS functions, webservices etc. to handle all of that(still long way to go from here). Now I am wondering If I made a mistake maybe I should put whole page in update panel because I really hate writting JS. Is there some drawback to use it instead of custom written ajax calls to web service and js functions, and is it better to use more update panels or one big?",-1
10591,DatasetSenti4SDSO_test_1,"That answer was extremely helpful Scott, thanks for the pointer on that!",1
10592,DatasetSenti4SDSO_test_1,An object created by a user is really no different from one you create yourself (except you have to be suspicious of potentially malicious input!). The simplest way to be able to edit objects outside the admin interface is to use the built-in . Similarly you can delete them with a . If you want to restrict you can edit objects you can user the from .,0
10593,DatasetSenti4SDSO_test_1,"Why dont you simply wrap the absolutely excellent XOM with implicit conversions and such? Yes, it won't give you scala's XML-native-syntax style out of the box...",0
10594,DatasetSenti4SDSO_test_1,The problem was due to a malfunctioning . Very painful and a lot of time wasted.,-1
10595,DatasetSenti4SDSO_test_1,"There's no need to spawn new processes, simply re-use them between requests.",0
10596,DatasetSenti4SDSO_test_1,"I'm trying to do this in a makefile and it fails horribly: do you know why? I guess it has to do with escaping, but what and where?",-1
10597,DatasetSenti4SDSO_test_1,"the problem that I am having is while designing an email to be sent to users the border of the HTML table is not disappearing even though it is set to 0 and so leaves horrible white lines through areas which are menu to be solid blue colors, below is my HTML code! Untitled Document",-1
10598,DatasetSenti4SDSO_test_1,"The memory for t isn't allocated, so why I don't get segfault when I run it?",0
10599,DatasetSenti4SDSO_test_1,Wow that was exactly what I wanted! So the second solution I showed is somewhat similar to what he's describing but he describes also extremely elegant triggers that would keep all the data fully sane without any external code sanitization! I think I will go with that design!,1
10600,DatasetSenti4SDSO_test_1,Check out the WordPress repository. There is a plugin called WP GCM Its a very great one and has some great extras!,1
10601,DatasetSenti4SDSO_test_1,"**As of May 2010, Silverlight is at 57%.**",0
10602,DatasetSenti4SDSO_test_1,"That's really an excellent post, thanks for pointing that out!",1
10603,DatasetSenti4SDSO_test_1,ps really hate the response limits on comments.,-1
10604,DatasetSenti4SDSO_test_1,"clicking the zoom (or pan) button again, restores it. terribly silly - yes!",-1
10605,DatasetSenti4SDSO_test_1,No worries! Joe,1
10606,DatasetSenti4SDSO_test_1,I have used very successfully ( with a tweakette here or there! ),1
10607,DatasetSenti4SDSO_test_1,done... stackoverflow makes you wait several minutes. I really hate that,-1
10608,DatasetSenti4SDSO_test_1,Seth's answer was totally awesome! Please be sure to green checkmark it!,1
10609,DatasetSenti4SDSO_test_1,Which enviroment and frameworks are you using actualy to dev for Android?,0
10610,DatasetSenti4SDSO_test_1,"+100 for this :-) you made my day!! When writing the question I was not sure if it was related to ""Brook's mythicalman month"" and skipped it. Here I go ... and it's persisted for eternity on stackoverflow :-) I am really ""rofl"" that stackoverflow can answ",1
10611,DatasetSenti4SDSO_test_1,"@Rob same problem, nothing. very disgusting",-1
10612,DatasetSenti4SDSO_test_1,"Why do you need the class explicitly? Couldn't you use the interface? Note that casting is not encouraged, which is why it looks so awful in Scala!",-1
10613,DatasetSenti4SDSO_test_1,This didn't seem to bring the existing window to the foreground when I tried it.,0
10614,DatasetSenti4SDSO_test_1,"excellent adding! for debugging, go to wp-content\plugins\syntax-highlighter-compress\syntax-highlighter-compress.php and add the following line to wp_shc_head() :",1
10615,DatasetSenti4SDSO_test_1,I have a page running on my local django dev server with the Django Debug Toolbar that seems to be running quite slowly but I'm unsure why: Django Debug Toolbar says SQL - 46 queries in 39.80ms And then running a profiler I get 7926 function calls (7774 primitive calls) in 0.024 seconds So I'm left wondering why is the profile time so much lower than the Total CPU Time? And then how can I find out what's causing the difference? And secondary to that - should i be worried about the 16842 involuntary context switches!?,-1
10616,DatasetSenti4SDSO_test_1,What is the equivalent of ObjectContext.ApplyCurrentValues for DbContext?,0
10617,DatasetSenti4SDSO_test_1,It sounds very scary to me to use a floating point number for a key in a `map`.,-1
10618,DatasetSenti4SDSO_test_1,Excellent thanks!,1
10619,DatasetSenti4SDSO_test_1,The WPF SDK Team posted a EXCELLENT article about chromeless windows available here: This is a MUST read!!! UPDATED Also found article by Lester Lebo on how to use the WPF Shell Integration Library for a custom window chrome,1
10620,DatasetSenti4SDSO_test_1,Ahw... that's plain sad :(,-1
10621,DatasetSenti4SDSO_test_1,I have a menu of links that need to have additional parameters added using data from cookies. I need to be able to do this client-side and not server-side. Basically I have a menu like this: And a cookie with a number like this: I am trying to get the 'users_number' to be included as a POST parameter to all of the links on that menu (ie. /link/to/page1?users_number=thecookievalue) What I don't want is users to be able to see this in their URL bar. Right now I am using: This functions as I wanted but I am trying to figure out how to do this in a way where the user does not see the ?parameters at the end of their URL. Is there a way to do this same thing but without them being able to see it? Any help would be hugely appreciated -- thanks!,1
10622,DatasetSenti4SDSO_test_1,could some one help me how to add new css using views theme in drupal 6.0,0
10623,DatasetSenti4SDSO_test_1,No worries man!,1
10624,DatasetSenti4SDSO_test_1,@Stilly.stack wooow I didn't know that that was important!! thanks a lot :),1
10625,DatasetSenti4SDSO_test_1,in about 4 months from now I should be able to show you one =P,1
10626,DatasetSenti4SDSO_test_1,Have you run this on SQL Server?,0
10627,DatasetSenti4SDSO_test_1,"I'm trying to make a link inside the fancybox single image title. I want it to redirect me to another fancybox window (witch is inline)... I have a script that makes the whole single image a link, but this targets my document title instead of the anchor title... I really hope someone will have a solution or a better idea on how to do it!! :) Thank you thank you thank yooou! :) btw: I have almost never worked with scripts.. In depth anyways...",1
10628,DatasetSenti4SDSO_test_1,"I can only help if I can see the full (ie. non-compressed) source code. The code included on the website has been modified (from jqDock v1.6 source) and re-compressed, which makes it extremely difficult (understatement!) to tell what has been changed. (I have also responded - with the same answer - to a direct email from the poster)",0
10629,DatasetSenti4SDSO_test_1,Are you using WinForms or WPF?,0
10630,DatasetSenti4SDSO_test_1,I voted up your question because I want to do the same thing.,0
10631,DatasetSenti4SDSO_test_1,Excellent! Thanks for the additional detail Sean!,1
10632,DatasetSenti4SDSO_test_1,"There's 2 parts to this question, both about RestKit: How can we post up 2 values email and password, and deal with the response using the object mapper How can we map 2 objects in a response We are expecting the following JSON response: What's the correct way to map this out, we've got a class setup for User and Token, but all the examples i've seen seem to not show something like this where there is two segments to the response, here's the code we have at the moment: Appreciate any help you can give on this, loving RestKit so far!",1
10633,DatasetSenti4SDSO_test_1,Excellent tutorial!,1
10634,DatasetSenti4SDSO_test_1,Im trying to work with this awful language and I have to change an item of list by accessing to it with index I dont understand the awful syntax of TCL! How can I realise it?,-1
10635,DatasetSenti4SDSO_test_1,"This is extremely ugly C-style code, easy to get wrong. While the bugs in your code have been fixed by earlier birds, here is the C++ way to do this:",-1
10636,DatasetSenti4SDSO_test_1,You don't know if threads are killed unless you catch a signal that tells you so!,0
10637,DatasetSenti4SDSO_test_1,Return some JSON with the state... Then some jQuery should do it...,0
10638,DatasetSenti4SDSO_test_1,Are you using Hibernate or similar to interface the database?,0
10639,DatasetSenti4SDSO_test_1,"eXcellent, superb, charm :) Thank you!",1
10640,DatasetSenti4SDSO_test_1,"I am working on an app that uses some basic view types, but I find the default attributes extremely ugly in Android (for example, a bright yellow ). I can get the basic seekbar if I create it from code, using only the parameter, but I would like to know if there is a way to do this inside an XML Layout file. Is there an attribute I can set that will remove all default attributes - such as ?",-1
10641,DatasetSenti4SDSO_test_1,Need to do it without using any swing or other GUI as background process.,0
10642,DatasetSenti4SDSO_test_1,@BoristheSpider :( :( That is really sad. :(,-1
10643,DatasetSenti4SDSO_test_1,Excellent answer!,1
10644,DatasetSenti4SDSO_test_1,here's my hack that assumes arguments are all imaginary: ...horrible! but what you ask for isn't really possible without for instance hacking to dispatch to a new subtype of java.lang.Number. Really it would make more sense to use a Java or Clojure complex number library.,-1
10645,DatasetSenti4SDSO_test_1,Haha great :) Happens to the best of us!,1
10646,DatasetSenti4SDSO_test_1,"I am working on where i have two tables like and Country : City : cidCountryidId Means Many-to-One mapped with Now i need to access the details from I created already 'Country.hbm.xml' I created already 'City.hbm.xml' Query: Query Result I don't know why it is showing this exception..., if anyone knows, it will a great pleasure for me..!! Note: I am retrieving child details from parent",1
10647,DatasetSenti4SDSO_test_1,I drew a circle using this code: how can i write a or event for this circle?,0
10648,DatasetSenti4SDSO_test_1,If this is true that's excellent news! I'll give it a try next app update...,1
10649,DatasetSenti4SDSO_test_1,There are some really great answers here that I wholeheartedly agree with!,1
10650,DatasetSenti4SDSO_test_1,Is there any way we could implement vertical lines in a jquery file tree?,0
10651,DatasetSenti4SDSO_test_1,"@DaveBish, What an excellent tool! I will be using this ALOT in future! :-)",1
10652,DatasetSenti4SDSO_test_1,What makes you think it can't?,0
10653,DatasetSenti4SDSO_test_1,"Yes, you should implement pagination before that, at the SQL query stage. Otherwise there's nothing better than iterating and discarding (which is really horrible).",-1
10654,DatasetSenti4SDSO_test_1,yeah: hopeless!,0
10655,DatasetSenti4SDSO_test_1,"I am experiencing exactly this problem (and am in exactly the same world of pain): Whereby I am offering an update to SQL using LinqToSQL and it is failing with a because is set to . Due to legacy databases also on the server I am targeting, I am not able to re-configure the default connection settings as is quite rightly stated in the accepted answer in . My question is: How do you convince LinqToSQL to run a SQL before executing an update?",-1
10656,DatasetSenti4SDSO_test_1,"I'm currently having exactly the same issue with Monotouch and that's why I found your question. I get the very same exception as you do. This makes me assume that I'm not facing a Monotouch issue but a basic (mis)behavior of XIBs/Cocoatouch. So the answer is: no, it is not possible. Very sad though. RenÃ©",-1
10657,DatasetSenti4SDSO_test_1,Here is another one to consider http://tableview.codeplex.com,0
10658,DatasetSenti4SDSO_test_1,"EXCELLENT! works like magic, just what i needed",1
10659,DatasetSenti4SDSO_test_1,"Here are my tables. And here are my object classes I'm brand new to dapper and orm in general, so please bare with me. Would a many-to-many relationship be possible to map out with dapper? If so, could someone provide a coding sample, that would be extremely helpful! I am also open to switching to a heavier orm if that would make these advanced mapping scenarios a lot simpler.",1
10660,DatasetSenti4SDSO_test_1,"You can't use multiple colors on an icon font, so what you ask isn't possible. You could use a partial background fill, but that doesn't seem very desirable. If you switch to you would at least have access to symbols.",0
10661,DatasetSenti4SDSO_test_1,"Wow, wow, wow! I actually found a better way to do that... if I keep the same abbreviation and change template text into: it does want I wanted, but in the way cooler way! So you can use your own variables in a template as long as you don't call them or Awesome!",1
10662,DatasetSenti4SDSO_test_1,"Chris, this regex matches *1* character from [^\w\W] character class. *Single* character.",0
10663,DatasetSenti4SDSO_test_1,That's horrible!!,-1
10664,DatasetSenti4SDSO_test_1,"I've been using yui3 grids lately for my column layouts, and I'm loving them! Here's a link to a great overview/tutorial: This is a very easy and flexible solution, which scales well to even very complex layouts.",1
10665,DatasetSenti4SDSO_test_1,I just tried installing those missing plugins ... what a pain!,-1
10666,DatasetSenti4SDSO_test_1,"If the answer was a snake, I could have been killed by it, its already in front of me!",0
10667,DatasetSenti4SDSO_test_1,Have you considered named parameters?,0
10668,DatasetSenti4SDSO_test_1,Replaced http://www.vim.org/tips/tip.php?tip_id=305 with archive.org link...,0
10669,DatasetSenti4SDSO_test_1,Is this possible? I have looked online and cannot seem to find an answer.,0
10670,DatasetSenti4SDSO_test_1,Excellent! Can you post it as an answer?,1
10671,DatasetSenti4SDSO_test_1,"Say I have a string How could I check if exists in str, case insensitive?",0
10672,DatasetSenti4SDSO_test_1,can I replace my entire windows vista with ubuntu and is it free? I really hate vista,-1
10673,DatasetSenti4SDSO_test_1,@PhilipOakley excellent suggestion! I hadn't used `cherry-pick` before but that worked quite well. If you post as an answer I'll accept.,1
10674,DatasetSenti4SDSO_test_1,"Right, since you recognize EAV, I'm supposing you'll do fine :3 Good luck!",1
10675,DatasetSenti4SDSO_test_1,I've been tackling the same issue. It's a pain!,-1
10676,DatasetSenti4SDSO_test_1,Why would you do that? You're begging for horrible debugging sessions!,-1
10677,DatasetSenti4SDSO_test_1,"This is a common problem, and it's not a matter of ""PHP is lying to me!"" You have to understand how PHP sends the emails, and how servers interpret and process them. Your email host is likely interpreting these emails as spam, and sending them to a quarantine folder. None of this has anything to do with how PHP is handling your email.",0
10678,DatasetSenti4SDSO_test_1,OR you can use a regualr expression :,0
10679,DatasetSenti4SDSO_test_1,"I found this great node mysql boilerplate: it works terrific! However, now I need to hook it in to my existing user table, and my key field is named userID, not simply id, and changing the key fieldname in mysql breaks the example. So my question is, where in the project do I need to specify a different id field name? I see user.id in /util/auth.js passport.serializeUser and id in passport.deserializeUser functions, but it seems it must be specified elsewhere too. I'm hoping this is a simple question for users of passportjs!",-1
10680,DatasetSenti4SDSO_test_1,"OR do whatever you need to to make the bottom, left and right borders look right and then just hide the top border with this hacky code: . Then feel really guilty about using it.",0
10681,DatasetSenti4SDSO_test_1,Excellent answer!,1
10682,DatasetSenti4SDSO_test_1,Except he says WCF right in the title. -1.,0
10683,DatasetSenti4SDSO_test_1,@Dimitre: +1 Excellent and complete answer!,1
10684,DatasetSenti4SDSO_test_1,It's possible to change color of UINavigationController view and buttons?,0
10685,DatasetSenti4SDSO_test_1,"I'm trying to create some ads in Admob, but on last step I always get error: but it didn't specify WHERE. I swear god, there are no errors on whole page, all fields are correctly filled, I see no red shapes around fields, everything match criterias written under fields, but I stil get this error - without any explanation. Has anybody same experiences? It's totally frustrating :(",-1
10686,DatasetSenti4SDSO_test_1,What Ant version you are using?,0
10687,DatasetSenti4SDSO_test_1,Scary question!,-1
10688,DatasetSenti4SDSO_test_1,I'm not sure that the given approach will work with hosts using NPT/EPT.,-1
10689,DatasetSenti4SDSO_test_1,I had on top of one of my rake files.,0
10690,DatasetSenti4SDSO_test_1,"Ah, excellent :)",1
10691,DatasetSenti4SDSO_test_1,"I placed all the receiver tags in : And implemented my subclass: This works very fine!!! But... The method is called AFTER uninstall was completed but BEFORE users press OK at confirmation activity showed by native system. I wanna, if exists, receive a broadcast AFTER user press OK. Thanks!",1
10692,DatasetSenti4SDSO_test_1,you can use,0
10693,DatasetSenti4SDSO_test_1,The only way I've found to do this is using the plugin hoverIntent:,0
10694,DatasetSenti4SDSO_test_1,"Come on, you are worrying about efficiency while your first line of code is incorrect!",-1
10695,DatasetSenti4SDSO_test_1,"@NWest You can use a `@table` variable, which is immune from transaction rollbacks, to not need all kinds of heinous workarounds.",0
10696,DatasetSenti4SDSO_test_1,"I don't see how this is possible, but I really, really hate to run my query an extra time just to get the record count so I can build a pager. When I say a ""pager"" I simply mean the common gizmo with a link for each 10 records for example.",-1
10697,DatasetSenti4SDSO_test_1,S.Keller's solution worked for me and may fix your issue too.,0
10698,DatasetSenti4SDSO_test_1,I had to iterate over the json object,0
10699,DatasetSenti4SDSO_test_1,I can't believe that answer from a company. Horrible!,-1
10700,DatasetSenti4SDSO_test_1,"It sounds like you might want to use . It is extremely awesome. If you use Datejs, here's how you could do it: ex. for me: returns an array with 3 Date objects:",1
10701,DatasetSenti4SDSO_test_1,What's memory profiling (as opposed to performance profiling)?,0
10702,DatasetSenti4SDSO_test_1,"Well, this is a bit of an awful hack but quite frankly any C++ application which needs a way to define an unconstructable object is probably already an awful hack! And under GCC, I get the following: test.cpp: In function âint main()â: test.cpp:9: error: cannot declare variable âan_instanceâ to be of abstract type âlaâ test.cpp:2: note: because the following virtual functions are pure within âlaâ: test.cpp:4: note: virtual void la::oh_no_you_dont()",-1
10703,DatasetSenti4SDSO_test_1,I mean when the form is posted.,0
10704,DatasetSenti4SDSO_test_1,"I had left out PIPE, the new version works...",0
10705,DatasetSenti4SDSO_test_1,For Python 3 the following will work.,0
10706,DatasetSenti4SDSO_test_1,"The issue at hand, is that your parent thread finishes, but doesn't check if there are child threads left which are still running, which are silently killed in this manner! I would recommend the following approach: Instead of use change your thread code around: to Similar answered .",0
10707,DatasetSenti4SDSO_test_1,Are the elements also initialized to '\0' when allocating memory to a string through malloc?,0
10708,DatasetSenti4SDSO_test_1,there is no chance to add blank lines between html code in slim. closest solution to your case are adding comment such and but this is really painful,-1
10709,DatasetSenti4SDSO_test_1,sp_detach_db and sp_attach_db. It need not be point and click.,0
10710,DatasetSenti4SDSO_test_1,Very scary! O_O,-1
10711,DatasetSenti4SDSO_test_1,I read following codes in Why reverse the latin-1 to utf8 using above logic?,0
10712,DatasetSenti4SDSO_test_1,Where exactly do you hook your events inside your UserControl?,0
10713,DatasetSenti4SDSO_test_1,Can you show us your html and css? Fyi... styling select boxes is terribly difficult!,-1
10714,DatasetSenti4SDSO_test_1,I've created a div how would I make this div a child of using Javascript?,0
10715,DatasetSenti4SDSO_test_1,"no, it is not possible -- we tried hard and ended up reverting to the 10.7 way of using a custom class.. check MAAttachedWindow well with enough swizzling and posing it'd be possible of course... but that is very evil and at least as much work as your own class!",-1
10716,DatasetSenti4SDSO_test_1,EDIT: Also you should avoid using it can make debugging extremely frustrating.,-1
10717,DatasetSenti4SDSO_test_1,"You must redraw your background with each change in your line (thatâs the canvas way) Donât worry, canvas is very fast at redrawing! Here is code and a Fiddle:",1
10718,DatasetSenti4SDSO_test_1,Have you declared the Bundle-ClassPath in your bundle's MANIFEST.MF,0
10719,DatasetSenti4SDSO_test_1,"So ""options"" always has one item, and ""option"" can have multiple? What a horrid API!",-1
10720,DatasetSenti4SDSO_test_1,I would really love if someone could tell me how to tell whether 2 objects have touched (An image or a button) I know how to make them draggable but not how to tell if they have touched and to do something when they touch! Thanks!,1
10721,DatasetSenti4SDSO_test_1,":~) Very embarrassing!!! When I debugged and printed the receiving addresses, I realized that I was checking the wrong email account! Sorry to have taken your time.",-1
10722,DatasetSenti4SDSO_test_1,"Here is a solution that works for lower case strings only. Horrible horrible code, but I was trying to see how few lines I could write a solution in.",-1
10723,DatasetSenti4SDSO_test_1,"I have 2 files I need to merge based on 2 columns. I have tried using awk as well as tried combining the 2 columns using _ and then using the join command. When using join, some records were not matched, even after sorting, and multiple records were created. Using awk I can match the files correctly, but cannot get the output to print with zeroes when no match exists. File 1: File 2: Desired output: Any help would be hugely appreciated, I am new to large data files and unix!",1
10724,DatasetSenti4SDSO_test_1,urllib.quote ought to help with this.,0
10725,DatasetSenti4SDSO_test_1,Excellent ! It works !,1
10726,DatasetSenti4SDSO_test_1,Its an excellent place to start!,1
10727,DatasetSenti4SDSO_test_1,@Marc-AndrÃ© Lafortune Your answer there was incredibly helpful! Thank you!,1
10728,DatasetSenti4SDSO_test_1,Which version of Visual Studio are you using?,0
10729,DatasetSenti4SDSO_test_1,"Excellent! You, sir, need a Flattr button. Or join Gittip.",1
10730,DatasetSenti4SDSO_test_1,+1 Thats a very sexy way of getting days within a range!,1
10731,DatasetSenti4SDSO_test_1,"@AliceChen sad but sometimes the dropbox servers go down, this may also cause this!",-1
10732,DatasetSenti4SDSO_test_1,Your variables are pointing at the same object. I'd be worried if they weren't equal!,0
10733,DatasetSenti4SDSO_test_1,"Ew, the `com` prefix is horrible!",-1
10734,DatasetSenti4SDSO_test_1,"I wanna make popover for add new event when user will click to day (""select"" callback in jsEvent.pageX and jsEvent.pageY parameter but Idea where is this popup still sticked on clicked element looks better. So my working code for stick popup to some element : html I already tried something like this: But isn't working. Any help will very greatful!",1
10735,DatasetSenti4SDSO_test_1,Why can't setting the view's xml attribute make LinearLayout scrollable.?,0
10736,DatasetSenti4SDSO_test_1,"So I'm using activerecord to get the count of items for a certain day: But this doesn't give me if there are no records for a given day, how can I fix this? Or is there are more ""Rails"" way do to something like this? Any help is hugely appreciated, thanks again!",1
10737,DatasetSenti4SDSO_test_1,@Leon Tayson: Excellent answer!!! Thanks loads...,1
10738,DatasetSenti4SDSO_test_1,You have a data race because of the conflicting read/write access to . This implies that the behavior of your program is not defined. The race condition on is the least of your worries: the program could do anything!,0
10739,DatasetSenti4SDSO_test_1,"Does iTextSharp support Windows Metro Apps? I am trying to create PDFs from a C# Metro App, but PdfWriter.GetInstance requires some arguments which is not available in WinRT. Any help would be EXTREMELY appreciated!",1
10740,DatasetSenti4SDSO_test_1,"Sky, it sounds like you can maintain *complete* test coverage for an exception. Excellent work! Maybe someday I'll learn how to do that.",1
10741,DatasetSenti4SDSO_test_1,very nice beautiful :-),1
10742,DatasetSenti4SDSO_test_1,"I wrote something that does work, but it's extremely ugly, but thought it could either help someone else or we could get something better. Here's what I came up with:",-1
10743,DatasetSenti4SDSO_test_1,"I am trying to create a plot of several data series that are contained in a pandas DataFrame. Let's use as an example: This code produces a simple line chart with two different data series: However, if I try and create this same plot in a PyQt widget using , I only get a single line. My code for the second example is a little more involved: When I run this code, the output looks like this: If anyone can shed any light on this, it would be hugely appreciated! Thanks.",1
10744,DatasetSenti4SDSO_test_1,"I need to transform this : into this : I tried to use wrapAll with jquery, something like that : Any suggestions would be really appreciated :) Thank you very much !",1
10745,DatasetSenti4SDSO_test_1,"I need someone to point me in the right direction on this.... In my Android application I have a ListView with custom views for each row containing various textviews each. I retrieve weather information for multiple locations and then want to write the results for each location to its own listview item. The question is, how do I refer to each textview on each listview item? I can't do it by name using , can I? If there are three items in the list, will the temperature textview for each item be names the same, just differ by an array index? If so, how do I specify TextViewName(0), TextViewName(1) and TextViewName (2) for the three list items? Yes, I'm still very new to Android....but loving it!",1
10746,DatasetSenti4SDSO_test_1,"Something along these lines, perhaps?",0
10747,DatasetSenti4SDSO_test_1,Diodeus: You ought to post that as an answer.,0
10748,DatasetSenti4SDSO_test_1,Awesome :) !!!!!,1
10749,DatasetSenti4SDSO_test_1,"this worked excellently, great job! :)",1
10750,DatasetSenti4SDSO_test_1,Gosh ! you're right !!! Excellent !!!! Is there a way to expand it programatically ? I added .setOngoing(true) (to the top) but it's not expanded... (not really the top because the first one is a notification when I'm plugged to USB for tools developpement ). Thank you again my friend !,1
10751,DatasetSenti4SDSO_test_1,@Jon no worries!,1
10752,DatasetSenti4SDSO_test_1,"It can't be closed, but you can remove the OK button by specifying a function as the 3rd parameter: But seriously think about this, because spawning unclosable dialog boxes won't exactly make people overjoyed about your site.",0
10753,DatasetSenti4SDSO_test_1,You should accept @Andreas Petersson's answer.,0
10754,DatasetSenti4SDSO_test_1,"Since ChangeSets are becoming too many to handle because of many checkins, I'm thinking of selecting multiple changesets then create a single work item link for code review purposes. It's really painful to create work item per changeset and assign to a code-reviewer. Is this possible?",-1
10755,DatasetSenti4SDSO_test_1,I have never use this but looks really great and pretty easy to use !,1
10756,DatasetSenti4SDSO_test_1,"I need to add some controls to context menu. Is it possible? If yes, how?",0
10757,DatasetSenti4SDSO_test_1,I stumbled upon this site and really loved the way they have done the navigation on the left hand site. I noticed that site is using jquery but didnt see any plugins. Any ideas on how to go about doing this?,1
10758,DatasetSenti4SDSO_test_1,Is it possible to initialize objects of the type: via boost::assign::list_of,0
10759,DatasetSenti4SDSO_test_1,That works! Very awesome :) How do I select your answer as the solution?,1
10760,DatasetSenti4SDSO_test_1,Or the dreaded AVL trees!,0
10761,DatasetSenti4SDSO_test_1,excellent! exactly what I was looking for. Thanks Anna.,1
10762,DatasetSenti4SDSO_test_1,"In that case, try: ls -f | head -10",0
10763,DatasetSenti4SDSO_test_1,I just installed AndroidStudio in my System I am trying to create my Very First Project . I set up JAVA_HOME and Android SDK path that has been used previuosly by eclipse in Android Studio Android SDK has the below versions for Tools and Platform Android SDK Tools - 22.6.2 SDK Platform - 19 As soon as started Android studio downloaded the Gradle-1.12 in the below path C:\Users\DELL.gradle\wrapper\dists\gradle-1.12-all after that it shows the build screen as below. This screen is shown for ever . It is not moving further. can anyone help me in this. I am sad!,-1
10764,DatasetSenti4SDSO_test_1,"If you're really worried about this, Java is not the language for you",0
10765,DatasetSenti4SDSO_test_1,"Right, I've got this horrible mess of html and erb (that does work!), but I want to do things properly and render the whole thing with the method. But I'm not sure how to do this, I can only render text with the link_to at the moment.",-1
10766,DatasetSenti4SDSO_test_1,@KevinB what an excellent resource! That just made my life waaaaay easier!,1
10767,DatasetSenti4SDSO_test_1,"In ASP.NET MVC, I have a form. In this form the user selects a country, and then the ID is posted back to the server, using a normal . However, for some UX reasons, I use Knockout. Therefore I need to get my observable value to have the value of a dropdownlist. I want my label in the markup, to show the countryId, depending on the selected value on the dropdownlist. Markup: ViewModel: Then my question is: How do I modify my DropDownListFor, so the countryId is being set automatically? :-) Thanks a lot! I really enjoy learning Knockout, but this one has taken me a long time!",1
10768,DatasetSenti4SDSO_test_1,"i have: how can i get the innerHTML of the child of ""td1"" ? dosen't work.",0
10769,DatasetSenti4SDSO_test_1,The project was moved to https://github.com/leblancmeneses/NPEG,0
10770,DatasetSenti4SDSO_test_1,"You shoud use login.done() , not login.success() :) Success is used inside the ajax() funciton only! The success object function is deprecated, you can set success only as Ajax() param! And there is no need to Parse the data because its in Json format already!",0
10771,DatasetSenti4SDSO_test_1,this long: |-----------------|,0
10772,DatasetSenti4SDSO_test_1,I want to parse XML formatted string. How to use XML parser on MonoTouch?,0
10773,DatasetSenti4SDSO_test_1,"Sometimes in a long commit log, it's really painful to navigate the all-expanded diffs. (You get expanded-diffs when hitting enter from the magit-blame-mode for example) Is there a way to collapse these diffs?",-1
